,description,user_id,screen_name,friends_count,text,created_at,verified,tweet_id,followers_count,location,statuses_count,following,favourites_count,retweet_count,listed_count,date_of_tweet
17,,2730958332,davidmuir31,430,I liked a @YouTube video https://t.co/b00G5dV34O We REACT™ to the Fine Brothers,Thu Aug 14 05:25:37 +0000 2014,False,695391866339000323,195,United Kingdom,2564,430,6,0,3,Thu Feb 04 23:41:55 +0000 2016
18,Gonna try to do that Youtube thing.,346933907,gamecrashed,268,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Tue Aug 02 01:52:52 +0000 2011,False,695391778145308674,292,@strawbiri for p/a,24526,268,27264,3443,1,Thu Feb 04 23:41:34 +0000 2016
19,searching for games......,1908932582,games_24_365,58,Reaction to The Fine Brothers and Peter Molyneux Retirement: https://t.co/bHA5yGxPvL: https://t.co/Vqs8J3UtVc,Thu Sep 26 19:16:48 +0000 2013,False,695391748965560322,188,Beside your PC,87172,58,0,0,54,Thu Feb 04 23:41:27 +0000 2016
20,PSN ID: KingsleyGamer,3349946379,KingsleyNewz,928,Reaction to The Fine Brothers and Peter Molyneux Retirement https://t.co/IhWM3EbEgu #xbox #ps4 https://t.co/rYwmeeCBDj,Sun Jun 28 23:32:45 +0000 2015,False,695391603519651842,1097,,104205,928,131,0,184,Thu Feb 04 23:40:52 +0000 2016
21,Don't miss the news about your favorite games. Follow us!,905252540,XboxWrld,699,Reaction to The Fine Brothers and Peter Molyneux Retirement https://t.co/4XtUWr00qc https://t.co/tGUesOO6ce,Fri Oct 26 04:03:21 +0000 2012,False,695391348489203712,363,USA,2822,699,1,0,4,Thu Feb 04 23:39:51 +0000 2016
22,Hottest Video Game News For The Real Gamers Out There!,269263716,Topnews4Gamers,7,Reaction to The Fine Brothers and Peter Molyneux Retirement https://t.co/k2t8sVbOpK,Sun Mar 20 12:17:53 +0000 2011,False,695391032519688193,83,,431589,7,0,0,16,Thu Feb 04 23:38:36 +0000 2016
23,PS4 Fans has all the latest news on #PS4 gaming and #eSports.,1238191357,SonyPS4Fans,267,Reaction to The Fine Brothers and Peter Molyneux Retirement https://t.co/0Fizj95iGo,Sun Mar 03 07:09:04 +0000 2013,False,695390712045514752,2444,Worldwide,51462,267,23,0,50,Thu Feb 04 23:37:20 +0000 2016
24,Bringing you up to data gaming news - follow our tags #cogxbox #cogps3 #cogps4 #cogVideogames,2818255507,CogGamingNews,1,Reaction to The Fine Brothers and Peter Molyneux Retirement https://t.co/bnH3lHTBKC #cogPs3 #ps3,Thu Sep 18 22:57:49 +0000 2014,False,695390597155172354,345,A sofa,227786,1,0,0,73,Thu Feb 04 23:36:52 +0000 2016
25,Bringing you up to data gaming news - follow our tags #cogxbox #cogps3 #cogps4 #cogVideogames,2818255507,CogGamingNews,1,Reaction to The Fine Brothers and Peter Molyneux Retirement https://t.co/bnH3lHTBKC #ps4 #cogps4 #sony,Thu Sep 18 22:57:49 +0000 2014,False,695390582932279297,345,A sofa,227786,1,0,0,73,Thu Feb 04 23:36:49 +0000 2016
26,Bringing you up to data gaming news - follow our tags #cogxbox #cogps3 #cogps4 #cogVideogames,2818255507,CogGamingNews,1,Reaction to The Fine Brothers and Peter Molyneux Retirement https://t.co/bnH3lHTBKC #cogXbox #xbox360,Thu Sep 18 22:57:49 +0000 2014,False,695390566192840704,345,A sofa,227786,1,0,0,73,Thu Feb 04 23:36:45 +0000 2016
27,Hottest Video Game News For The Real Gamers Out There!,269263716,Topnews4Gamers,7,Reaction to The Fine Brothers and Peter Molyneux Retirement https://t.co/4klfJlOKVj,Sun Mar 20 12:17:53 +0000 2011,False,695390184343384066,83,,431589,7,0,0,16,Thu Feb 04 23:35:14 +0000 2016
28,,4781060175,fine_review,39,"♫♫ THE DOOBIE BROTHERS ""I Cheat The Hangmnan"" NIP https://t.co/H6K0quqZae https://t.co/vrzelpaV92",Tue Jan 12 05:13:45 +0000 2016,False,695390102894215168,22,,7088,39,0,0,13,Thu Feb 04 23:34:54 +0000 2016
29,bless up?,2614362834,kianscaylentime,477,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Wed Jul 09 23:06:21 +0000 2014,False,695389740120453120,636,"jc/6, xo",7778,477,4219,3443,6,Thu Feb 04 23:33:28 +0000 2016
30,"flawed as they come but God is not through with me yet. I am fat. I do have a big head. what else you got?
Big_Dusty on snapchat
D_rich864 on Instagram",22634439,D_rich864,1757,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Tue Mar 03 15:29:08 +0000 2009,False,695389079500775424,468,"Greenwood, SC",42941,1757,2495,3443,7,Thu Feb 04 23:30:50 +0000 2016
31,"Im a YouTuber (Cosmicflame29). TF,Halo,and X-Box are mynthing.",473567206,ironbot222,55,I liked a @YouTube video https://t.co/K3mEMNEj8c We REACT™ to the Fine Brothers,Wed Jan 25 03:29:28 +0000 2012,False,695387658189582337,138,,5602,55,30,0,1,Thu Feb 04 23:25:12 +0000 2016
32,Kadang kadang ngAndroid - Check our apps on Favorite.,1545036728,dev_andro_id,111,"RT @GULANGGULINGcom: Fine Brothers Entertainment Batal Patenkan Kata “REACT”, Akun YouTube Bebas Copyright https://t.co/Y0D2xRAQ47 https://…",Tue Jun 25 07:10:42 +0000 2013,False,695387381977866240,1402,Yogyakarta - Indonesia,2965,111,10,1,4,Thu Feb 04 23:24:06 +0000 2016
33,Polyglot #BSCYB,2566053027,TroyardStilton,247,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Mon May 26 22:57:32 +0000 2014,False,695387047297593345,80,,7473,247,747,3443,5,Thu Feb 04 23:22:46 +0000 2016
34,"My Exclusive Comments & Commentary Of WWE NEWS & RUMORS DAILY! Seanzviewent On Youtube Subscribe Today! With Over 80,000 YouTube Subscribers!  SHARE THIS NOW!!",548825170,SeanzviewEnt88,2008,People Would Rather Read Youtube Comments On Fine Brothers Entertainment Instead Of Watching Their Videos https://t.co/8WuC9WDtvm,Mon Apr 09 00:39:06 +0000 2012,False,695386730770223104,1193,,1075,2008,27,1,7,Thu Feb 04 23:21:30 +0000 2016
35,Media Blog,3589341403,GULANGGULINGcom,0,"Fine Brothers Entertainment Batal Patenkan Kata “REACT”, Akun YouTube Bebas Copyright https://t.co/Y0D2xRAQ47 https://t.co/tDnCot47fL",Thu Sep 17 02:45:31 +0000 2015,False,695386660163317760,5,"Yogyakarta, Indonesia",199,0,0,1,0,Thu Feb 04 23:21:14 +0000 2016
36,Berbagi semangat!!!,3068088433,quotesemangat,18,"Fine Brothers Entertainment Batal Patenkan Kata “REACT”, Akun YouTube Bebas Copyright https://t.co/4w35drJEv5 https://t.co/MWKILLdpqQ",Sun Mar 08 10:54:10 +0000 2015,False,695386647509094400,22148,Di dunia penuh semangat,529,18,1,0,0,Thu Feb 04 23:21:11 +0000 2016
37,"Hey, I'm Justin | I do thing in Cinema 4D | 19/10/15 ❤ Mariska ❤ | @coloured__sky is mine noobie | Zombie Tijger | #RememberSlain!",301465229,SNTanimations,145,I liked a @YouTube video from @voiceoverfun https://t.co/A0qZxtKiZJ THE FINE BROTHERS ANIMATION PARODY by Sam Green Media,Thu May 19 14:28:11 +0000 2011,False,695385867347558402,552,The Netherlands,13821,145,11445,0,8,Thu Feb 04 23:18:05 +0000 2016
38,,2592904928,RipperG48,394,I liked a @YouTube video https://t.co/wAlfK1OBaQ We REACT™ to the Fine Brothers,Sat Jun 28 10:54:01 +0000 2014,False,695385723906555905,49,,344,394,8,0,2,Thu Feb 04 23:17:30 +0000 2016
39,"I love gaming, Minecraft, pizza, and YouTube!",2279906287,Haileyice7,2037,RT @MunchingBrotato: So my house was on fire but I couldn't react to it because im still scared of the fine brothers,Tue Jan 07 02:42:32 +0000 2014,False,695385294791544832,757,,10571,2037,12830,138,5,Thu Feb 04 23:15:48 +0000 2016
40,"Loves programming, loves FOSS, loves music, loves 3d modelling, loves art, Hacker, Independent game dev!",921915757,rdvl97,180,I liked a @YouTube video https://t.co/0mtEdojJu7 Merlin Reacts to The Fine Brothers,Fri Nov 02 22:25:20 +0000 2012,False,695385278865756161,24,"Bakersfield, CA",1813,180,150,0,1,Thu Feb 04 23:15:44 +0000 2016
41,"Celebrate the special moments in life that bring out your bright, Colgate Smile!",21778607,Colgate,4360,"@Aytchx: Thanks for checking with us. We are not currently, nor have we ever been, a sponsor of the Fine Brothers.",Tue Feb 24 18:18:34 +0000 2009,True,695385005913014272,44886,,3602,4360,797,0,397,Thu Feb 04 23:14:39 +0000 2016
42,"This is my Youtube channel i stream from ps4, want to be actor or Video game Voice Actor and now in epic team on twitch called TheLevelUpShow",2574623255,BradleyHathway,425,@thelvlupnetwork https://t.co/cYls3S7s1k I think this is about the fine Bros trademark,Sun Jun 01 01:47:03 +0000 2014,False,695384980558467072,111,Bristol,789,425,53,0,1,Thu Feb 04 23:14:33 +0000 2016
43,RNC is not consvtv. It ignores deportation laws&1952 anti-Islam law--& BRILLIANT ISLAM INSIGHTS of Founding Fathers/ I follow-bk w/in 2 wks. Not-to seems snobby,4213183510,1u4m4,2837,They don't deserve that fine name. They should be the Kunt Brothers https://t.co/uOWpdbf8El,Tue Nov 17 22:00:44 +0000 2015,False,695384645697798145,2837,LandOfNoAccentNorthCarolinaUSA,7718,2837,3618,0,10,Thu Feb 04 23:13:13 +0000 2016
44,,3036952026,MalditoMendez,197,“The Fine Brothers Controversy Explained” by @hankgreen https://t.co/NNlbujv2OT,Sun Feb 22 22:08:20 +0000 2015,False,695384411399806980,154,,28391,197,49,0,63,Thu Feb 04 23:12:17 +0000 2016
45,Itskrisclarkson-Younow/twitter/snapchat/soundcloud/tumblr/musical.ly Itskris clarkson-youtube/facebook itskristinaclarkson-instagram,2626986286,ItsKrisClarkson,546,RT @zacdeck: imagine an alternate universe where the fine brothers actually got the trademark and took over https://t.co/4ZgsbnraMx,Fri Jun 20 23:27:31 +0000 2014,False,695384285344243714,202,"Calgary AB, canada",5003,546,1454,30,4,Thu Feb 04 23:11:47 +0000 2016
46,The official twitter for Aaron Mendoza Jr. Giving the world the middle finger since 1997. https://t.co/EnK8HjOesq,2301362322,AM4DAYS,135,I personally think this was the right thing to do. https://t.co/VmbwmWQ21A,Mon Jan 20 13:01:04 +0000 2014,False,695384259352068096,55,Hogwarts,1205,135,403,0,5,Thu Feb 04 23:11:41 +0000 2016
47,,127790917,JackTClark,88,"Fine brothers, Super Bowl halftime, horror comedy. #OnTheSpot #otsprompt",Tue Mar 30 07:11:39 +0000 2010,False,695383966346452992,53,Briabane,739,88,382,0,0,Thu Feb 04 23:10:31 +0000 2016
48,"Celebrate the special moments in life that bring out your bright, Colgate Smile!",21778607,Colgate,4360,"@nobodyonearth We are not currently, nor have we ever been, a sponsor of the Fine Brothers. We hope you'll reconsider.",Tue Feb 24 18:18:34 +0000 2009,True,695383795696955392,44886,,3602,4360,797,0,397,Thu Feb 04 23:09:51 +0000 2016
49,"Progressive Independent (I), writer, critic, film, gaming, tech, biking, swimming, environmentalist, political shtuff, chocolate craver, & other geeky things...",2755718959,curiousniko,780,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Fri Aug 22 17:10:05 +0000 2014,False,695383691921477634,159,"Riverdale, Bronx",2648,780,1440,3443,8,Thu Feb 04 23:09:26 +0000 2016
50,Please come in my mentions & add your 2cents in 140 character's @JacksonStateU Alum #TeamJSU #TeamSTL #TeamHBCU #BlackHipster,129290253,NoirHippie,1936,Some of y'all got some fine older brothers. Lord put me on.,Sat Apr 03 20:24:18 +0000 2010,False,695383344918298627,3396,STL Shawtee ✈️ Baton Rouge,63178,1936,132,0,19,Thu Feb 04 23:08:03 +0000 2016
51,insane in the membrane,99280867,PercivusHD,84,@lnfiltration loo gg fine brothers,Fri Dec 25 13:11:51 +0000 2009,False,695383263477571606,404,Antarctica,2722,84,2996,0,2,Thu Feb 04 23:07:44 +0000 2016
52,"We Retweet Everything Gaming. 
Follow Us!",431585071,GamesRetweeter,0,XP Earned 91 | The Not So Fine Brothers      https://t.co/UGPcrsRwlJ [https://t.co/0j0ROMWN4M]&lt;-Promo Code,Thu Dec 08 13:06:23 +0000 2011,False,695383235304431618,1098,,167359,0,1,0,89,Thu Feb 04 23:07:37 +0000 2016
53,Gonzaga Theatre Arts major and obsessed with sports. Follow for lots of sports ramblings and the occasional yelling at clouds.,1579317350,SeattleGinge,117,"The Fine Brothers, YouTube Headquarters, Crime Procedural #OTSPrompt",Tue Jul 09 03:34:38 +0000 2013,False,695382915077660672,78,"Spokane, WA, USA",412,117,142,0,4,Thu Feb 04 23:06:21 +0000 2016
54,"A no rules #Podcast, #Webcast, and #DocumentaryFilm project. Hosted by Steve Weimer, @rdoggdrums, and @1971_johnny. #PodernFamily #Deadpool",3308345564,newtrickpodcast,819,RT @XP_Earned: XP Earned 91 | The Not So Fine Brothers  https://t.co/fHOVNDo8oD  #PodernFamily #GamersUnite #Gaming #podcast,Fri Aug 07 02:02:58 +0000 2015,False,695382914213621761,748,"Fayetteville, Ark",717,819,219,13,29,Thu Feb 04 23:06:20 +0000 2016
55,"Broadcasting Major, Theatre Arts Minor, Marquette University",713631884,gingerchic333,278,"#OTSPrompts #OnTheSpot
Fine Brothers
Times Square
Horror",Tue Jul 24 03:49:52 +0000 2012,False,695382743388069888,141,Online,1174,278,3990,0,3,Thu Feb 04 23:05:40 +0000 2016
56,converse college 2020✨ 1 John 4:8 | to know me is to love me❤️,251453787,__tykeria16,785,The joker brothers were fine af man idc. Something about crazy Hispanics 😩,Sun Feb 13 04:53:18 +0000 2011,False,695382032042450944,2037,union sc ,175430,785,44233,0,5,Thu Feb 04 23:02:50 +0000 2016
57,,4791204257,Games_And_Yells,0,I liked a @YouTube video https://t.co/p5dL2Ba6E1 We REACT™ to the Fine Brothers,Wed Jan 13 05:31:03 +0000 2016,False,695381588155084800,0,,65,0,1,0,1,Thu Feb 04 23:01:04 +0000 2016
58,MY NAME IS LAMONT WILLIAMS FROM NEW YORK AND I LOVE EVERYBODY THEY CAN ADD ME AND IM TALKING ABOUT REAL FRIENDS AND I KEEP IT REAL WITH MY HOMIES AND HOMEGIRLS,1576453291,LamontMarty,993,"Watch ""Fine Brothers YouTube Career Suicide - Fine Brothers Entertainment LIVE REACTIONS MISTAKE"" on YouTube - https://t.co/5c5qPLNW70",Mon Jul 08 01:23:17 +0000 2013,False,695381316238323713,624,,41509,993,647,0,33,Thu Feb 04 23:00:00 +0000 2016
59,The Harvest,343508710,Craig_Jarrett,716,@hankgreen @meekakitty fine brothers hate is......fine though,Wed Jul 27 17:43:31 +0000 2011,False,695381286513344513,1349,West Yorkshire,60348,716,20556,0,33,Thu Feb 04 22:59:52 +0000 2016
60,,417455799,BrettKeaneVideo,1507,"I liked a @YouTube video from @brettkeanevideo https://t.co/XemwSejLPF TY Fine Brothers - Brett Keane gets Youtube License, Copyright,",Sun Nov 20 23:39:53 +0000 2011,False,695380895704944640,684,Earth,15857,1507,345,0,42,Thu Feb 04 22:58:19 +0000 2016
61,,149675892,JakeWasHere1982,138,RT @silverwolfcc: Apparently wanting to #UnSubTheFineBros is racism.  Seriously? Seriously? Get a hold of yourself. https://t.co/pOe0PC5cJs,Sat May 29 22:59:51 +0000 2010,False,695380302860910592,58,Arizona,4199,138,1457,2,2,Thu Feb 04 22:55:58 +0000 2016
62,Go to http://t.co/r11yMsTEvG,238677905,Zarrakan,101,"2016 2 3 ZOC I React To To Fine Brothers Reaction Greed, React By Unsubscribing From Fine Brothers: https://t.co/5AcXHEPh1z via",Sat Jan 15 19:22:43 +0000 2011,False,695379637346529282,88,America,35172,101,3,0,9,Thu Feb 04 22:53:19 +0000 2016
63,Only retweets,2754296802,WWhyNotHashtag,66,RT @MunchingBrotato: So my house was on fire but I couldn't react to it because im still scared of the fine brothers,Fri Aug 22 08:20:30 +0000 2014,False,695379441887760385,5,,204,66,19,138,0,Thu Feb 04 22:52:33 +0000 2016
64,"I just want to dominate, so come along, where you belong.",3427309294,GitAsync,147,Look at the fine brothers oldest youtube videos...,Mon Aug 17 03:13:03 +0000 2015,False,695378661227102210,329,,5620,147,2408,0,3,Thu Feb 04 22:49:27 +0000 2016
65,,417455799,BrettKeaneVideo,1507,"I liked a @YouTube video from @brettkeanevideo https://t.co/XemwSe2ar5 TY Fine Brothers - Brett Keane gets Youtube License, Copyright,",Sun Nov 20 23:39:53 +0000 2011,False,695378222247071745,684,Earth,15857,1507,345,0,42,Thu Feb 04 22:47:42 +0000 2016
66,,308257665,Literally_Jolly,380,Does anyone watch Fine Brothers from Glendale Community College? Lol want to help me out with an essay/article? 😂,Tue May 31 03:01:31 +0000 2011,False,695378220686774275,429,"Phoenix, Arizona",16707,380,496,0,2,Thu Feb 04 22:47:41 +0000 2016
67,I live in TN. I'm getting my bachelor's in Forensic Science. I also have a youtube channel http://t.co/xtPZ71EXYQ… so check that out please,202948775,TDavidson1993,442,I liked a @YouTube video from @everydaygeektv https://t.co/4NCTLDr8Zz Everyday Rants :: Podcast #12 ::Fine Brothers :: Soccer Moms ::,Fri Oct 15 05:06:15 +0000 2010,False,695378188780744706,255,"Tn, Usa",8547,442,216,0,16,Thu Feb 04 22:47:34 +0000 2016
68,ironic shrimp philosopher,2904120026,ShekelKnight,40,"Steve Buscemi is also a reptilian shape-shifter, but from another clan, who has come to stop the Fine Brothers' plans.",Wed Nov 19 03:58:29 +0000 2014,False,695377141479796737,11,piss,241,40,96,0,1,Thu Feb 04 22:43:24 +0000 2016
69,just someone who wants to change the world,328299844,itsjoshporter,434,RT @zacdeck: imagine an alternate universe where the fine brothers actually got the trademark and took over https://t.co/4ZgsbnraMx,Sun Jul 03 03:28:45 +0000 2011,False,695376985946587137,905,Transy '19,8698,434,60475,30,10,Thu Feb 04 22:42:47 +0000 2016
70,"(NSFW),16,MTF, Big Brother @MrLittleHeaven

header and Profile pic By Onii-Chan",2258444659,iiQueenToxy,165,The fine brothers don't deserve all this hate Over a miss understanding e.e,Mon Dec 23 04:08:59 +0000 2013,False,695376975511179269,466,Somwhere romantic ,26207,165,171,0,3,Thu Feb 04 22:42:45 +0000 2016
71,ironic shrimp philosopher,2904120026,ShekelKnight,40,The Fine Brothers are evil reptilian shape-shifters who have come to earth to take our precious cash-dollars.,Wed Nov 19 03:58:29 +0000 2014,False,695376669759016962,11,piss,241,40,96,0,1,Thu Feb 04 22:41:32 +0000 2016
72,Voice Artist - I do my best work in a small padded room. Find out more at http://t.co/6hAVtRncWt,1918613958,MarleyAudio,1966,"Understanding the confusing world of trademarks and the recent mess with the Fine brothers:

https://t.co/trjBxZk4t1",Mon Sep 30 01:54:56 +0000 2013,False,695376593879830530,1304,Austin TX,2974,1966,2042,0,58,Thu Feb 04 22:41:14 +0000 2016
73,I convert chips and energy drinks to retarded humor and complaining,3762263541,RealJojodude,77,@AncientReality @pyroalt GET THE FINE BROTHERS,Thu Sep 24 17:23:20 +0000 2015,False,695376032866504705,13,"Titan, one of Jupiter's moons",71,77,21,0,0,Thu Feb 04 22:39:00 +0000 2016
74,i love nothing. And you mean nothing to me.,3226699752,CallidusEvanesc,26,RT @MunchingBrotato: So my house was on fire but I couldn't react to it because im still scared of the fine brothers,Tue May 26 03:32:38 +0000 2015,False,695374346894770178,9,Kill me please,181,26,43,138,0,Thu Feb 04 22:32:18 +0000 2016
75,"★ sarah ★ ace ★ you can see me, right. tell me what is wrong with this picture ★",3433357384,vriskatxt,750,RT @hankgreen: The Fine Brothers rescind all of their trademarks. All of them. Wow... https://t.co/FBR59FDbyn,Thu Aug 20 21:15:54 +0000 2015,False,695373881842905088,59,land of wind and shade,10417,750,431,282,1,Thu Feb 04 22:30:27 +0000 2016
76,"★ sarah ★ ace ★ you can see me, right. tell me what is wrong with this picture ★",3433357384,vriskatxt,750,RT @hankgreen: The Fine Brothers Controversy Explained - Long Version: https://t.co/7szKGNcpGL Short Version: https://t.co/6ef8VBm0RG,Thu Aug 20 21:15:54 +0000 2015,False,695373812653625348,59,land of wind and shade,10417,750,431,272,1,Thu Feb 04 22:30:11 +0000 2016
77,"YouTuber, Voice Actor, Music Producer, just a person that wants good things to come in life. https://t.co/IHClKfxmcG",502336865,Skirisk,1857,"RT @Boogie2988: Here comes the pressure for me to dump my pragmatic stance and instead publicly condemn the fine brothers.

Won't happen.  …",Sat Feb 25 01:35:24 +0000 2012,False,695373708324548610,679,"Pittsburgh, PA",13180,1857,2565,22,11,Thu Feb 04 22:29:46 +0000 2016
78,❤️Luke Korns❤️Alex Reininga❤️Justice Carradine❤️,70752822,TheMichaelSmale,246,RT @zacdeck: imagine an alternate universe where the fine brothers actually got the trademark and took over https://t.co/4ZgsbnraMx,Tue Sep 01 18:44:56 +0000 2009,False,695373332066095104,1107,Canada,19342,246,101778,30,22,Thu Feb 04 22:28:16 +0000 2016
79,if matthew gray gubler were a youtuber business inquiries: easyzactv@gmail.com,24726449,zacdeck,457,imagine an alternate universe where the fine brothers actually got the trademark and took over https://t.co/4ZgsbnraMx,Mon Mar 16 17:07:05 +0000 2009,False,695373268614668289,9447,snapchat: jooeydeschanel,29803,457,24721,30,48,Thu Feb 04 22:28:01 +0000 2016
80,Look at me(me),348924443,CplShephard,136,"@GradeAUnderA Don't worry, with a name like that the Fine Brothers will clean them up.",Fri Aug 05 06:57:51 +0000 2011,False,695373233277698049,29,Canada,83,136,129,0,0,Thu Feb 04 22:27:52 +0000 2016
